CustomerID,Age,Gender,Income,Location,HighestEducation,CreditScore,Profession,DisposableIncome
2199,30,1,583000.0,0,0,778,1,152000.0
2200,47,0,777000.0,2,0,728,0,148000.0
2201,67,0,1303000.0,1,1,624,3,156000.0
2202,37,0,1085000.0,0,1,721,0,217000.0
2203,50,0,1958000.0,1,1,777,0,764000.0
2204,20,0,916000.0,2,0,695,0,82000.0
2205,25,0,1427000.0,0,1,668,0,371000.0
2206,47,1,1637000.0,1,1,676,0,311000.0
2207,62,1,1527000.0,1,1,729,3,321000.0
2208,45,1,3199000.0,1,0,636,0,832000.0
2209,35,0,646000.0,1,0,793,1,129000.0
2210,39,1,617000.0,1,0,760,0,111000.0
2211,21,1,799000.0,2,1,740,1,232000.0
2212,49,0,1065000.0,2,0,647,3,245000.0
2213,53,1,1588000.0,2,2,779,0,191000.0
2214,33,0,558000.0,2,0,769,0,167000.0
2215,32,1,2708000.0,2,1,778,1,379000.0
2216,43,0,1113000.0,2,2,722,0,935000.0
2217,33,0,556000.0,2,0,708,0,83000.0
2218,39,1,1275000.0,1,1,721,1,128000.0
2219,71,0,2714000.0,2,1,731,3,271000.0
2220,36,0,2404000.0,1,1,772,3,1154000.0
2221,34,1,315000.0,0,1,640,0,44000.0
2222,30,1,1267000.0,2,0,719,0,367000.0
2223,51,1,2701000.0,1,0,733,1,945000.0
2224,37,0,1015000.0,0,3,760,1,284000.0
2225,30,0,881000.0,0,1,693,0,220000.0
2226,59,1,759000.0,1,0,712,0,273000.0
2227,61,0,1079000.0,1,1,702,3,334000.0
2228,30,0,507000.0,1,0,723,1,157000.0
2229,18,0,1141000.0,2,0,680,1,240000.0
2230,55,0,1111000.0,0,0,741,0,200000.0
2231,29,0,245000.0,2,2,728,1,44000.0
2232,51,0,951000.0,2,1,636,0,76000.0
2233,18,0,654000.0,2,1,650,0,183000.0
2234,53,0,2016000.0,0,1,699,0,444000.0
2235,21,0,940000.0,0,1,850,0,122000.0
2236,50,0,1059000.0,0,0,694,1,508000.0
2237,40,1,1559000.0,1,1,657,0,140000.0
2238,25,1,1559000.0,2,1,672,2,203000.0
2239,33,0,1029000.0,1,0,733,0,442000.0
2240,50,0,1035000.0,1,2,788,0,352000.0
2241,41,0,471000.0,2,0,675,0,94000.0
2242,48,0,2896000.0,0,2,717,0,811000.0
2243,69,0,9459000.0,2,2,680,3,3500000.0
2244,18,0,872000.0,1,1,739,0,314000.0
2245,64,1,2162000.0,0,3,681,3,562000.0
2246,41,1,2119000.0,0,0,746,1,275000.0
2247,26,0,396000.0,1,1,575,0,59000.0
2248,20,0,1541000.0,0,1,739,1,170000.0
2249,37,1,1648000.0,0,3,694,1,214000.0
2250,53,0,781000.0,2,0,732,0,203000.0
2251,38,1,850000.0,2,1,700,0,230000.0
2252,62,0,747000.0,1,1,641,3,90000.0
2253,18,1,1623000.0,1,1,710,0,195000.0
2254,39,1,579000.0,1,0,740,1,69000.0
2255,21,1,1059000.0,0,1,713,0,180000.0
2256,45,0,465000.0,1,0,628,0,51000.0
2257,53,0,2640000.0,2,1,711,0,634000.0
2258,33,0,932000.0,0,1,725,0,130000.0
2259,18,1,1402000.0,1,1,679,1,224000.0
2260,42,0,1042000.0,0,1,550,1,250000.0
2261,46,0,898000.0,0,1,675,0,180000.0
2262,46,0,543000.0,0,0,636,1,60000.0
2263,58,0,2346000.0,1,1,695,1,352000.0
2264,23,0,648000.0,0,0,637,1,39000.0
2265,50,1,1476000.0,0,1,635,2,295000.0
2266,57,0,963000.0,0,1,738,0,202000.0
2267,18,0,709000.0,2,0,708,2,121000.0
2268,44,1,1316000.0,1,1,724,0,224000.0
2269,32,1,423000.0,2,1,671,1,59000.0
2270,38,1,784000.0,0,1,676,1,274000.0
2271,45,0,2640000.0,0,1,668,0,264000.0
2272,32,1,676000.0,2,1,674,1,324000.0
2273,29,0,1727000.0,0,2,676,0,207000.0
2274,40,0,1331000.0,2,1,650,0,240000.0
2275,23,0,1150000.0,0,1,664,0,218000.0
2276,23,0,1378000.0,0,2,709,1,524000.0
2277,50,0,1121000.0,0,0,649,0,247000.0
2278,22,1,575000.0,0,0,716,2,69000.0
2279,49,0,867000.0,1,1,621,0,113000.0
2280,46,0,1162000.0,1,2,715,0,418000.0
2281,18,0,1337000.0,1,0,696,0,455000.0
2282,29,0,432000.0,2,0,716,1,86000.0
2283,57,1,1023000.0,2,0,716,0,286000.0
2284,25,0,431000.0,2,1,648,0,78000.0
2285,33,1,869000.0,2,2,702,2,165000.0
2286,46,0,1434000.0,1,3,643,0,129000.0
2287,51,1,2254000.0,2,0,679,0,316000.0
2288,36,1,1987000.0,2,0,746,1,676000.0
2289,31,1,461000.0,2,2,650,0,175000.0
2290,61,1,585000.0,0,0,697,3,64000.0
2291,66,1,1379000.0,2,1,659,3,97000.0
2292,54,0,1697000.0,0,0,715,1,322000.0
2293,41,0,449000.0,2,0,746,1,36000.0
2294,27,1,787000.0,2,1,676,1,142000.0
2295,27,1,1590000.0,0,1,710,0,541000.0
2296,47,0,2193000.0,2,1,688,0,351000.0
2297,46,0,1044000.0,0,1,651,0,63000.0
2298,61,1,525000.0,2,1,717,1,215000.0
2299,49,0,2397000.0,2,2,724,0,815000.0
2300,18,0,583000.0,0,1,650,0,76000.0
2301,55,0,1533000.0,1,0,743,0,245000.0
2302,25,1,586000.0,0,1,763,0,164000.0
2303,34,1,1240000.0,1,2,655,0,236000.0
2304,43,0,1544000.0,0,2,768,0,525000.0
2305,69,0,2554000.0,1,0,700,2,332000.0
2306,80,0,839000.0,2,1,696,1,260000.0
2307,49,0,809000.0,1,1,783,1,105000.0
2308,37,1,2438000.0,2,1,741,1,853000.0
2309,48,0,1397000.0,0,1,668,2,349000.0
2310,53,0,746000.0,1,0,674,0,418000.0
2311,35,1,1522000.0,2,1,716,0,198000.0
2312,66,1,909000.0,0,1,715,2,282000.0
2313,43,0,1128000.0,1,0,698,1,90000.0
2314,47,0,985000.0,2,2,664,0,236000.0
2315,49,1,2043000.0,1,0,672,0,633000.0
2316,46,0,691000.0,1,0,698,0,193000.0
2317,52,1,389000.0,2,2,620,0,128000.0
2318,30,0,791000.0,2,1,724,1,166000.0
2319,31,1,719000.0,0,1,712,0,101000.0
2320,23,1,788000.0,2,1,653,1,118000.0
2321,46,1,1401000.0,2,0,724,1,322000.0
2322,51,1,622000.0,1,0,614,0,62000.0
2323,46,1,719000.0,2,0,718,0,93000.0
2324,65,1,1291000.0,1,0,744,1,491000.0
2325,39,0,905000.0,1,2,719,0,181000.0
2326,50,0,1482000.0,2,2,730,0,74000.0
2327,23,1,1165000.0,2,1,733,0,245000.0
2328,34,1,918000.0,2,0,719,0,129000.0
2329,50,0,1924000.0,2,0,697,2,808000.0
2330,52,0,809000.0,0,1,684,3,113000.0
2331,35,1,895000.0,1,2,757,0,260000.0
2332,38,0,2624000.0,0,2,730,1,367000.0
2333,18,0,495000.0,0,0,759,0,89000.0
2334,34,1,3107000.0,1,0,749,0,497000.0
2335,53,1,1859000.0,0,0,641,1,204000.0
2336,48,0,930000.0,2,2,666,0,205000.0
2337,47,0,1648000.0,2,1,607,1,247000.0
2338,40,0,1311000.0,2,1,622,0,210000.0
2339,40,0,686000.0,2,3,609,0,123000.0
2340,30,1,2415000.0,1,2,587,0,821000.0
2341,50,0,1919000.0,2,1,688,0,537000.0
2342,46,0,2219000.0,1,0,758,0,999000.0
2343,47,0,1811000.0,1,0,717,0,489000.0
2344,32,0,1057000.0,1,0,734,0,233000.0
2345,18,1,1406000.0,1,1,702,3,155000.0
2346,56,0,696000.0,0,1,707,0,90000.0
2347,32,1,2744000.0,0,1,738,1,220000.0
2348,27,1,1199000.0,2,0,691,0,84000.0
2349,50,0,541000.0,1,2,706,1,222000.0
2350,34,1,495000.0,2,1,679,1,79000.0
2351,55,0,1353000.0,2,0,639,1,487000.0
2352,49,1,807000.0,2,1,693,0,161000.0
2353,50,0,2071000.0,2,3,641,0,269000.0
2354,19,1,509000.0,1,1,744,2,61000.0
2355,58,0,640000.0,1,0,724,0,160000.0
2356,43,1,781000.0,0,0,774,1,312000.0
2357,34,0,4677000.0,1,0,660,0,5940000.0
2358,42,1,756000.0,1,2,631,0,121000.0
2359,18,0,1537000.0,2,1,623,0,538000.0
2360,46,1,832000.0,1,1,778,1,150000.0
2361,24,0,975000.0,2,2,680,0,224000.0
2362,19,0,1114000.0,1,1,625,1,256000.0
2363,18,1,794000.0,0,1,723,1,111000.0
2364,56,1,1396000.0,2,1,683,0,293000.0
2365,30,0,1171000.0,1,1,652,0,398000.0
2366,63,1,690000.0,1,1,774,3,159000.0
2367,31,1,1059000.0,2,2,692,0,127000.0
2368,18,1,797000.0,0,1,728,1,135000.0
2369,23,0,1025000.0,0,0,721,0,605000.0
2370,58,0,1203000.0,1,1,835,0,132000.0
2371,37,1,1598000.0,1,2,689,2,240000.0
2372,31,0,816000.0,1,2,650,0,180000.0
2373,42,0,880000.0,2,1,666,1,202000.0
2374,47,0,1437000.0,2,1,749,2,460000.0
2375,56,0,708000.0,2,0,712,1,78000.0
2376,61,1,1076000.0,1,1,676,3,172000.0
2377,34,1,817000.0,0,1,717,0,180000.0
2378,20,1,593000.0,2,0,766,2,36000.0
2379,33,0,927000.0,0,0,782,0,102000.0
2380,43,0,752000.0,1,1,718,1,278000.0
2381,25,0,1256000.0,2,1,756,1,151000.0
2382,25,0,802000.0,2,1,628,0,385000.0
2383,45,1,1658000.0,2,2,731,2,597000.0
2384,39,1,604000.0,1,1,690,2,127000.0
2385,40,0,236000.0,1,0,642,0,61000.0
2386,28,1,1736000.0,1,2,653,0,347000.0
2387,36,0,1193000.0,0,1,659,1,310000.0
2388,26,1,1069000.0,0,0,714,2,214000.0
2389,53,0,2541000.0,2,1,644,0,711000.0
2390,55,1,732000.0,2,0,735,1,73000.0
2391,18,0,332000.0,1,1,748,1,63000.0
2392,26,0,1521000.0,1,1,694,1,243000.0
2393,18,0,1425000.0,1,1,689,0,485000.0
2394,30,0,1720000.0,2,1,707,1,258000.0
2395,38,0,2204000.0,1,0,675,0,485000.0
2396,18,0,398000.0,0,0,773,1,48000.0
2397,26,0,1490000.0,0,1,595,1,268000.0
2398,24,1,695000.0,2,0,680,1,139000.0
2399,43,0,1902000.0,2,1,621,0,399000.0
2400,41,1,2867000.0,0,1,728,0,2380000.0
2401,29,0,989000.0,1,1,710,0,148000.0
2402,42,1,900000.0,2,2,737,0,288000.0
2403,31,1,509000.0,2,1,707,0,97000.0
2404,35,0,343000.0,2,1,719,0,55000.0
2405,65,1,3067000.0,0,1,656,3,951000.0
2406,60,0,3399000.0,2,2,707,0,442000.0
2407,20,1,1586000.0,0,1,660,0,333000.0
2408,52,0,1405000.0,0,3,730,0,436000.0
2409,52,0,2420000.0,1,3,652,1,508000.0
2410,22,0,1281000.0,1,3,674,1,154000.0
2411,52,0,728000.0,1,1,695,0,80000.0
2412,63,0,2586000.0,2,1,776,1,517000.0
2413,23,1,1002000.0,0,0,701,2,200000.0
2414,26,0,1520000.0,2,2,801,0,274000.0
2415,55,0,1581000.0,0,1,769,1,316000.0
2416,44,0,1431000.0,2,2,684,1,501000.0
2417,48,0,1484000.0,0,1,720,1,267000.0
2418,45,0,1176000.0,1,2,727,1,270000.0
2419,45,1,1627000.0,1,1,552,1,146000.0
2420,20,0,1962000.0,2,0,614,1,314000.0
2421,55,1,1477000.0,0,0,722,0,281000.0
2422,57,0,2703000.0,1,2,725,1,378000.0
2423,36,0,595000.0,0,1,707,0,274000.0
2424,39,1,1463000.0,2,0,644,1,278000.0
2425,18,0,1058000.0,1,1,820,2,391000.0
2426,47,0,1837000.0,2,0,728,1,772000.0
2427,48,1,1134000.0,2,2,750,0,284000.0
2428,39,0,1594000.0,0,0,746,0,430000.0
2429,56,0,948000.0,2,1,707,2,95000.0
2430,34,1,1848000.0,2,1,704,1,351000.0
2431,48,1,2565000.0,0,2,745,1,410000.0
2432,24,0,587000.0,0,2,673,2,100000.0
2433,39,0,1168000.0,2,0,748,0,549000.0
2434,37,0,1099000.0,1,2,708,3,198000.0
2435,43,0,1496000.0,1,1,729,1,344000.0
2436,34,1,931000.0,0,0,708,0,270000.0
2437,38,1,985000.0,2,1,655,0,89000.0
2438,52,1,1096000.0,1,2,691,0,197000.0
2439,33,0,2122000.0,0,1,761,0,361000.0
2440,18,0,710000.0,0,1,732,0,78000.0
2441,66,1,1141000.0,0,1,755,3,171000.0
2442,60,0,755000.0,2,1,747,2,76000.0
2443,20,1,1135000.0,0,0,671,0,204000.0
2444,50,1,2409000.0,1,2,622,0,554000.0
2445,32,1,1239000.0,2,1,742,2,235000.0
2446,43,0,798000.0,1,1,691,0,128000.0
2447,44,0,507000.0,1,1,734,0,56000.0
2448,36,1,1421000.0,1,1,770,0,213000.0
2449,28,1,1699000.0,2,2,682,0,323000.0
2450,29,1,756000.0,1,1,661,0,287000.0
2451,26,0,968000.0,0,1,648,0,232000.0
2452,27,1,376000.0,0,0,698,0,135000.0
2453,38,1,743000.0,1,1,629,1,52000.0
2454,29,0,1183000.0,0,1,717,0,296000.0
2455,50,0,1207000.0,2,1,720,0,121000.0
2456,62,1,1585000.0,2,1,719,1,222000.0
2457,31,0,1547000.0,0,0,615,1,186000.0
2458,43,0,550000.0,0,0,759,0,88000.0
2459,47,1,1363000.0,2,1,706,0,150000.0
2460,47,0,875000.0,1,1,677,0,236000.0
2461,41,1,915000.0,2,0,732,1,174000.0
2462,51,0,1487000.0,1,1,731,0,461000.0
2463,47,0,653000.0,0,1,642,0,202000.0
2464,21,1,543000.0,0,0,697,2,163000.0
2465,53,1,1069000.0,1,1,670,2,299000.0
2466,53,0,1399000.0,1,0,679,0,154000.0
2467,28,1,1454000.0,2,0,726,0,538000.0
2468,40,0,491000.0,1,1,656,1,123000.0
2469,50,0,911000.0,0,1,727,0,310000.0
2470,36,0,998000.0,0,1,653,0,369000.0
2471,56,0,1259000.0,0,1,760,0,264000.0
2472,75,1,2001000.0,1,1,667,3,540000.0
2473,28,1,517000.0,1,1,814,0,57000.0
2474,19,1,754000.0,0,1,740,1,181000.0
2475,44,1,1090000.0,1,2,690,0,272000.0
2476,50,0,2292000.0,2,3,652,2,321000.0
2477,36,1,1257000.0,2,2,726,1,302000.0
2478,61,1,1143000.0,1,1,750,3,286000.0
2479,19,1,1729000.0,1,1,731,0,380000.0
2480,50,1,851000.0,0,0,671,1,298000.0
2481,30,1,664000.0,1,1,771,0,80000.0
2482,65,0,1993000.0,0,1,714,1,678000.0
2483,69,1,1059000.0,2,0,667,3,159000.0
2484,28,1,867000.0,1,0,810,0,113000.0
2485,31,1,2386000.0,2,1,732,2,835000.0
2486,52,0,888000.0,1,0,720,0,204000.0
2487,34,0,563000.0,1,0,675,0,186000.0
2488,39,1,1003000.0,0,1,698,0,160000.0
2489,40,0,970000.0,0,1,659,0,165000.0
2490,18,1,1049000.0,1,0,709,1,105000.0
2491,39,0,563000.0,1,1,727,0,107000.0
2492,29,0,4216000.0,0,2,603,0,548000.0
2493,32,0,710000.0,2,1,635,0,227000.0
2494,61,0,1620000.0,1,0,654,3,437000.0
2495,21,0,1200000.0,0,0,624,3,108000.0
2496,52,0,1432000.0,1,1,658,0,243000.0
2497,35,0,1629000.0,0,2,773,0,570000.0
2498,35,0,958000.0,2,0,757,3,105000.0
2499,51,0,1764000.0,1,1,668,1,212000.0
2500,45,0,971000.0,1,1,727,0,233000.0
2501,48,1,1011000.0,2,2,642,0,172000.0
2502,54,1,545000.0,1,1,797,0,147000.0
2503,35,0,1318000.0,1,1,690,0,382000.0
2504,30,0,834000.0,1,1,598,1,475000.0
2505,23,1,936000.0,0,0,811,1,103000.0
2506,27,0,705000.0,0,0,685,0,437000.0
2507,80,1,2752000.0,1,0,801,1,1238000.0
2508,58,1,1276000.0,2,1,745,0,281000.0
2509,19,0,611000.0,2,1,714,0,244000.0
2510,20,0,606000.0,1,0,608,0,85000.0
2511,47,0,1580000.0,0,1,705,0,348000.0
2512,48,0,4671000.0,0,0,621,1,607000.0
2513,48,0,2154000.0,1,0,683,1,1077000.0
2514,36,0,512000.0,0,0,708,0,102000.0
2515,38,1,1082000.0,0,0,766,0,552000.0
2516,44,0,700000.0,2,0,669,1,105000.0
2517,41,0,940000.0,1,1,807,1,141000.0
2518,18,1,703000.0,0,1,623,0,211000.0
2519,36,0,898000.0,0,0,659,3,81000.0
2520,27,0,1282000.0,0,0,708,0,167000.0
2521,42,0,1147000.0,1,2,583,1,275000.0
2522,80,1,1610000.0,1,0,640,3,161000.0
2523,45,1,1044000.0,0,0,723,2,177000.0
2524,35,0,652000.0,2,0,746,0,130000.0
2525,53,0,1003000.0,2,1,651,0,140000.0
2526,47,0,791000.0,1,0,673,1,285000.0
2527,46,0,2126000.0,2,3,725,2,361000.0
2528,49,0,911000.0,0,0,613,1,282000.0
2529,70,1,3285000.0,1,0,690,3,887000.0
2530,23,1,602000.0,1,1,688,3,229000.0
2531,47,0,725000.0,2,0,788,1,160000.0
2532,26,0,547000.0,1,1,726,0,38000.0
2533,48,1,1179000.0,2,1,700,0,648000.0
2534,26,0,622000.0,2,0,738,2,156000.0
2535,33,0,975000.0,0,2,711,1,234000.0
2536,35,0,1769000.0,2,1,653,0,425000.0
2537,54,0,1222000.0,2,1,735,0,134000.0
2538,53,0,1089000.0,1,1,742,0,490000.0
2539,21,1,868000.0,0,0,684,0,208000.0
2540,40,1,1242000.0,0,1,709,2,360000.0
2541,29,0,1422000.0,2,1,797,0,327000.0
2542,21,0,1477000.0,1,1,710,1,236000.0
2543,36,1,1347000.0,1,1,689,0,296000.0
2544,35,0,1910000.0,1,2,649,0,286000.0
2545,76,1,1018000.0,0,0,655,3,193000.0
2546,46,0,999000.0,0,0,704,0,120000.0
2547,19,0,1001000.0,2,1,668,1,260000.0
2548,31,0,914000.0,2,0,729,1,110000.0
2549,55,1,7065000.0,1,2,678,0,1978000.0
2550,71,0,2370000.0,2,0,843,1,545000.0
2551,18,0,1215000.0,1,0,711,0,207000.0
2552,18,0,710000.0,0,1,621,0,156000.0
2553,68,1,1665000.0,2,2,709,3,533000.0
2554,45,1,1986000.0,1,2,681,1,318000.0
2555,26,1,2230000.0,0,2,735,0,424000.0
2556,48,1,811000.0,1,1,700,2,154000.0
2557,18,0,647000.0,2,1,720,1,129000.0
2558,40,0,1154000.0,1,2,835,0,496000.0
2559,44,0,1352000.0,0,1,689,1,460000.0
2560,53,0,2428000.0,2,3,736,0,971000.0
2561,24,1,1294000.0,0,1,755,0,194000.0
2562,41,1,1253000.0,2,0,715,0,363000.0
2563,26,0,638000.0,1,1,619,0,434000.0
2564,43,1,1077000.0,0,1,738,0,205000.0
2565,26,1,478000.0,0,1,600,0,96000.0
2566,33,0,1684000.0,1,1,785,1,185000.0
2567,25,0,1054000.0,0,2,634,0,443000.0
2568,49,0,613000.0,0,0,798,1,221000.0
2569,52,0,4218000.0,0,1,704,2,801000.0
2570,36,1,339000.0,0,2,743,1,125000.0
2571,40,0,1236000.0,1,2,725,1,235000.0
2572,18,0,1380000.0,0,0,748,2,925000.0
2573,35,1,832000.0,0,1,601,0,67000.0
2574,39,0,1213000.0,0,1,667,0,109000.0
2575,79,0,2410000.0,2,2,720,1,1639000.0
2576,23,1,284000.0,2,1,702,0,62000.0
2577,61,0,828000.0,1,1,679,3,166000.0
2578,54,0,1453000.0,1,2,709,0,102000.0
2579,44,1,1430000.0,1,3,688,3,157000.0
2580,66,0,764000.0,0,1,810,3,84000.0
2581,45,1,1189000.0,2,1,767,1,83000.0
2582,45,0,1570000.0,2,1,774,0,220000.0
2583,39,0,2128000.0,1,1,790,3,362000.0
2584,58,0,1537000.0,2,1,724,0,799000.0
2585,56,0,862000.0,1,1,653,2,293000.0
2586,30,1,1317000.0,0,1,686,0,408000.0
2587,20,1,1349000.0,2,1,717,0,270000.0
2588,36,1,1243000.0,0,3,707,1,149000.0
2589,27,1,885000.0,0,2,633,0,97000.0
2590,39,0,888000.0,2,1,717,0,151000.0
2591,58,1,1895000.0,1,1,643,0,322000.0
2592,33,1,962000.0,2,1,797,0,87000.0
2593,39,1,1151000.0,0,0,738,2,173000.0
2594,40,1,779000.0,1,1,690,3,109000.0
2595,52,1,1521000.0,0,2,703,3,198000.0
2596,18,0,412000.0,1,0,786,1,66000.0
2597,30,1,739000.0,2,1,625,2,192000.0
2598,43,0,1048000.0,0,0,676,2,168000.0
2599,58,0,1077000.0,1,2,726,0,162000.0
2600,32,1,835000.0,1,1,597,0,150000.0
2601,18,0,1198000.0,2,1,692,0,120000.0
2602,49,0,1084000.0,1,1,677,0,195000.0
2603,30,0,824000.0,1,1,823,1,91000.0
2604,22,1,562000.0,0,1,693,2,157000.0
2605,30,0,762000.0,2,1,648,0,84000.0
2606,37,1,1085000.0,2,1,655,0,456000.0
2607,30,0,1531000.0,0,2,565,0,107000.0
2608,18,0,381000.0,0,1,784,1,99000.0
2609,53,0,1714000.0,0,0,705,2,291000.0
2610,59,1,1156000.0,1,1,691,0,370000.0
2611,49,0,1200000.0,2,1,747,0,192000.0
2612,22,1,1246000.0,2,1,727,1,87000.0
2613,36,1,2850000.0,2,0,700,0,314000.0
2614,39,1,1466000.0,1,1,649,1,249000.0
2615,48,1,849000.0,2,0,672,0,85000.0
2616,50,0,1574000.0,2,2,706,3,346000.0
2617,28,0,1338000.0,2,2,733,2,428000.0
2618,41,1,713000.0,2,3,633,1,100000.0
2619,46,1,707000.0,0,1,695,1,184000.0
2620,61,1,1969000.0,1,2,764,3,433000.0
2621,50,1,1657000.0,2,1,638,0,447000.0
2622,51,1,1554000.0,2,1,737,2,218000.0
2623,41,0,1788000.0,2,2,634,0,465000.0
2624,61,1,1338000.0,2,2,673,3,361000.0
2625,46,1,2087000.0,2,1,600,1,522000.0
2626,27,1,2655000.0,0,2,715,0,823000.0
2627,61,0,1166000.0,0,2,661,2,222000.0
2628,50,1,678000.0,1,1,600,0,102000.0
2629,33,1,868000.0,1,0,706,1,208000.0
2630,32,0,1579000.0,2,1,752,0,174000.0
2631,44,1,1442000.0,2,0,720,1,231000.0
2632,46,0,1472000.0,0,2,717,1,824000.0
2633,42,1,458000.0,1,3,739,1,64000.0
2634,44,0,839000.0,2,1,664,0,109000.0
2635,65,0,2578000.0,2,1,705,2,387000.0
2636,56,0,567000.0,2,1,809,0,57000.0
2637,42,1,1321000.0,1,2,707,0,185000.0
2638,54,0,1125000.0,0,2,658,1,180000.0
2639,24,1,1094000.0,0,0,717,2,230000.0
2640,45,1,455000.0,2,0,680,0,100000.0
2641,67,1,1135000.0,2,0,698,1,318000.0
2642,36,0,1162000.0,2,1,737,1,163000.0
2643,27,1,693000.0,2,0,673,1,416000.0
2644,30,1,1167000.0,2,0,557,1,128000.0
2645,23,0,412000.0,1,1,691,0,70000.0
2646,28,0,548000.0,0,1,724,0,137000.0
2647,34,0,1115000.0,1,3,787,3,167000.0
2648,18,1,1094000.0,1,1,753,0,208000.0
2649,40,0,1462000.0,2,1,683,1,219000.0
2650,53,0,1250000.0,1,0,723,2,300000.0
2651,26,1,589000.0,0,1,687,0,135000.0
2652,62,1,933000.0,2,0,744,1,392000.0
2653,47,1,2138000.0,0,1,692,0,278000.0
2654,55,1,3218000.0,1,0,737,0,515000.0
2655,30,0,1341000.0,2,1,783,0,282000.0
2656,52,1,1347000.0,0,0,827,1,121000.0
2657,23,0,500000.0,0,1,625,0,200000.0
2658,53,1,1265000.0,2,0,610,0,607000.0
2659,42,1,499000.0,0,1,653,1,90000.0
2660,48,0,2399000.0,2,1,697,0,480000.0
2661,22,1,1159000.0,2,1,673,0,359000.0
2662,26,0,1022000.0,1,2,762,1,215000.0
2663,48,0,876000.0,0,3,660,1,166000.0
2664,25,1,1006000.0,2,1,644,2,201000.0
2665,46,1,573000.0,1,1,766,0,241000.0
2666,19,1,713000.0,1,1,727,0,278000.0
2667,52,0,1600000.0,2,1,714,1,112000.0
2668,21,1,526000.0,2,0,644,3,358000.0
2669,48,0,1064000.0,0,0,753,1,266000.0
2670,49,0,4548000.0,0,2,688,0,1228000.0
2671,29,0,348000.0,0,0,706,2,59000.0
2672,48,0,845000.0,2,1,717,1,439000.0
2673,43,1,1031000.0,1,1,769,0,134000.0
2674,31,0,966000.0,1,3,722,2,68000.0
2675,24,0,1135000.0,2,1,665,0,272000.0
2676,18,0,937000.0,0,0,699,2,84000.0
2677,45,1,1229000.0,1,1,733,1,283000.0
2678,18,1,878000.0,1,1,784,0,290000.0
2679,41,0,526000.0,0,2,679,0,110000.0
2680,36,1,1360000.0,1,1,675,0,245000.0
2681,50,0,1402000.0,0,1,738,0,154000.0
2682,35,1,749000.0,1,1,655,0,120000.0
2683,35,0,2382000.0,1,1,668,0,262000.0
2684,50,0,1226000.0,1,1,701,0,723000.0
2685,45,1,1345000.0,0,1,721,1,323000.0
2686,44,1,1015000.0,1,0,750,0,81000.0
2687,47,0,539000.0,1,1,708,0,275000.0
2688,18,1,431000.0,1,0,704,0,108000.0
2689,51,1,1264000.0,2,2,728,0,253000.0
2690,49,1,2318000.0,1,2,623,2,603000.0
2691,24,0,811000.0,1,2,703,0,187000.0
2692,36,0,1191000.0,0,1,780,1,357000.0
2693,39,1,1580000.0,0,2,739,0,632000.0
2694,37,0,636000.0,2,0,698,0,134000.0
2695,45,0,656000.0,0,0,736,2,190000.0
2696,61,0,1016000.0,0,1,638,2,132000.0
2697,56,1,817000.0,0,0,721,1,163000.0
2698,20,0,618000.0,2,1,698,1,154000.0
2699,49,1,1689000.0,2,0,705,1,355000.0
2700,59,0,1875000.0,1,1,681,1,619000.0
2701,45,0,699000.0,1,1,770,2,70000.0
2702,56,0,1287000.0,0,0,675,0,605000.0
2703,70,0,1155000.0,1,0,646,3,335000.0
2704,55,1,1104000.0,1,0,625,1,155000.0
2705,43,1,1041000.0,2,0,592,0,344000.0
2706,55,0,723000.0,2,2,710,0,116000.0
2707,42,0,373000.0,1,0,660,0,63000.0
2708,40,1,996000.0,1,0,634,1,329000.0
2709,34,1,971000.0,1,2,686,0,175000.0
2710,63,1,1303000.0,0,1,734,3,156000.0
2711,27,1,772000.0,2,2,695,0,201000.0
2712,62,0,1616000.0,1,2,706,3,210000.0
2713,47,1,668000.0,1,3,758,0,274000.0
2714,19,0,953000.0,0,1,741,1,143000.0
2715,45,0,292000.0,2,0,705,1,38000.0
2716,18,1,567000.0,0,1,650,0,113000.0
2717,49,1,987000.0,0,1,672,0,188000.0
2718,53,1,523000.0,1,1,701,0,31000.0
2719,31,0,1647000.0,0,0,735,3,247000.0
2720,41,0,951000.0,0,0,717,0,86000.0
2721,69,0,1055000.0,1,1,669,3,127000.0
2722,32,1,2274000.0,2,0,720,0,387000.0
2723,24,0,881000.0,1,0,785,0,194000.0
2724,62,1,1716000.0,2,1,714,3,378000.0
2725,69,0,1366000.0,0,1,730,3,369000.0
2726,40,1,965000.0,0,2,682,0,203000.0
2727,55,1,1476000.0,1,1,690,0,148000.0
2728,60,0,383000.0,1,2,615,2,123000.0
2729,28,0,326000.0,1,0,706,0,62000.0
2730,32,1,475000.0,0,1,562,1,81000.0
2731,58,0,362000.0,0,0,623,2,156000.0
2732,65,1,1855000.0,2,1,716,1,260000.0
2733,48,1,944000.0,1,2,650,0,104000.0
2734,26,0,1437000.0,0,0,600,0,144000.0
2735,69,1,1332000.0,2,1,703,3,320000.0
2736,32,0,710000.0,1,2,622,1,36000.0
2737,34,1,931000.0,1,1,752,1,158000.0
2738,45,0,1681000.0,2,0,723,1,420000.0
2739,63,1,1032000.0,2,0,791,3,175000.0
2740,52,0,1948000.0,2,0,719,0,779000.0
2741,46,0,1688000.0,0,0,794,2,321000.0
2742,46,0,839000.0,1,1,651,1,101000.0
2743,40,1,814000.0,1,1,669,1,73000.0
