CustomerID,Age,Gender,Location,HighestEducation,Income,CreditScore,Profession,DisposableIncome
2613,36,Female,Rural,HighSchool,2337000.0,700,Salaried,654000.0
2614,39,Female,Suburb,Graduation,1792000.0,649,Self-employed,1075000.0
2615,48,Female,Rural,HighSchool,696000.0,672,Salaried,77000.0
2616,50,Male,Rural,Masters,2670000.0,706,Retired,374000.0
2617,28,Male,Rural,Masters,2268000.0,733,Business,159000.0
2618,41,Female,Rural,PostDoc,1598000.0,633,Self-employed,208000.0
2619,46,Female,Urban,Graduation,864000.0,695,Self-employed,95000.0
2620,61,Female,Suburb,Masters,3340000.0,764,Retired,1069000.0
2621,50,Female,Rural,Graduation,2025000.0,638,Salaried,425000.0
2622,51,Female,Rural,Graduation,1899000.0,737,Business,987000.0
2623,41,Male,Rural,Masters,3033000.0,634,Salaried,789000.0
2624,61,Female,Rural,Masters,2268000.0,673,Retired,204000.0
2625,46,Female,Rural,Graduation,2550000.0,600,Self-employed,255000.0
2626,27,Female,Urban,Masters,4503000.0,715,Salaried,811000.0
2627,61,Male,Urban,Masters,1978000.0,661,Business,336000.0
2628,50,Female,Suburb,Graduation,828000.0,600,Salaried,190000.0
2629,33,Female,Suburb,HighSchool,712000.0,706,Self-employed,71000.0
2630,32,Male,Rural,Graduation,1930000.0,752,Salaried,328000.0
2631,44,Female,Rural,HighSchool,1182000.0,720,Self-employed,414000.0
2632,46,Male,Urban,Masters,2497000.0,717,Self-employed,549000.0
2633,42,Female,Suburb,PostDoc,1027000.0,739,Self-employed,216000.0
2634,44,Male,Rural,Graduation,1026000.0,664,Salaried,339000.0
2635,65,Male,Rural,Graduation,3151000.0,705,Business,473000.0
2636,56,Male,Rural,Graduation,693000.0,809,Salaried,69000.0
2637,42,Female,Suburb,Masters,2240000.0,707,Salaried,246000.0
2638,54,Male,Urban,Masters,1907000.0,658,Self-employed,629000.0
2639,24,Female,Urban,HighSchool,897000.0,717,Business,144000.0
2640,45,Female,Rural,HighSchool,373000.0,680,Salaried,52000.0
2641,67,Female,Rural,HighSchool,931000.0,698,Self-employed,158000.0
2642,36,Male,Rural,Graduation,1419000.0,737,Self-employed,213000.0
2643,27,Female,Rural,HighSchool,568000.0,673,Self-employed,102000.0
2644,30,Female,Rural,HighSchool,957000.0,557,Self-employed,220000.0
2645,23,Male,Suburb,Graduation,503000.0,691,Salaried,60000.0
2646,28,Male,Urban,Graduation,669000.0,724,Salaried,47000.0
2647,34,Male,Suburb,PostDoc,2500000.0,787,Retired,375000.0
2648,18,Female,Suburb,Graduation,1185000.0,753,Salaried,201000.0
2649,40,Male,Rural,Graduation,1786000.0,683,Self-employed,589000.0
2650,53,Male,Suburb,HighSchool,1025000.0,723,Business,246000.0
2651,26,Female,Urban,Graduation,720000.0,687,Salaried,101000.0
2652,62,Female,Rural,HighSchool,765000.0,744,Self-employed,184000.0
2653,47,Female,Urban,Graduation,2612000.0,692,Salaried,1175000.0
2654,55,Female,Suburb,HighSchool,2639000.0,737,Salaried,976000.0
2655,30,Male,Rural,Graduation,1639000.0,783,Salaried,262000.0
2656,52,Female,Urban,HighSchool,1105000.0,827,Self-employed,243000.0
2657,23,Male,Urban,Graduation,611000.0,625,Salaried,189000.0
2658,53,Female,Rural,HighSchool,1037000.0,610,Salaried,456000.0
2659,42,Female,Urban,Graduation,610000.0,653,Self-employed,116000.0
2660,48,Male,Rural,Graduation,2932000.0,697,Salaried,616000.0
2661,22,Female,Rural,Graduation,1417000.0,673,Salaried,255000.0
2662,26,Male,Suburb,Masters,1733000.0,762,Self-employed,225000.0
2663,48,Male,Urban,PostDoc,1964000.0,660,Self-employed,314000.0
2664,25,Female,Rural,Graduation,1230000.0,644,Business,344000.0
2665,46,Female,Suburb,Graduation,700000.0,766,Salaried,399000.0
2666,19,Female,Suburb,Graduation,870000.0,727,Salaried,104000.0
2667,52,Male,Rural,Graduation,1955000.0,714,Self-employed,704000.0
2668,21,Female,Rural,HighSchool,431000.0,644,Retired,207000.0
2669,48,Male,Urban,HighSchool,872000.0,753,Self-employed,157000.0
2670,49,Male,Urban,Masters,7715000.0,688,Salaried,1697000.0
2671,29,Male,Urban,HighSchool,285000.0,706,Business,57000.0
2672,48,Male,Rural,Graduation,1033000.0,717,Self-employed,486000.0
2673,43,Female,Suburb,Graduation,1261000.0,769,Salaried,151000.0
2674,31,Male,Suburb,PostDoc,2166000.0,722,Business,412000.0
2675,24,Male,Rural,Graduation,1386000.0,665,Salaried,360000.0
2676,18,Male,Urban,HighSchool,768000.0,699,Business,108000.0
2677,45,Female,Suburb,Graduation,1501000.0,733,Self-employed,135000.0
2678,18,Female,Suburb,Graduation,1073000.0,784,Salaried,139000.0
2679,41,Male,Urban,Masters,891000.0,679,Salaried,89000.0
2680,36,Female,Suburb,Graduation,1662000.0,675,Salaried,399000.0
2681,50,Male,Urban,Graduation,1713000.0,738,Salaried,634000.0
2682,35,Female,Suburb,Graduation,916000.0,655,Salaried,211000.0
2683,35,Male,Suburb,Graduation,2911000.0,668,Salaried,320000.0
2684,50,Male,Suburb,Graduation,1497000.0,701,Salaried,389000.0
2685,45,Female,Urban,Graduation,1644000.0,721,Self-employed,296000.0
2686,44,Female,Suburb,HighSchool,832000.0,750,Salaried,374000.0
2687,47,Male,Suburb,Graduation,658000.0,708,Salaried,112000.0
2688,18,Female,Suburb,HighSchool,353000.0,704,Salaried,49000.0
2689,51,Female,Rural,Masters,2143000.0,728,Salaried,579000.0
2690,49,Female,Suburb,Masters,3932000.0,623,Business,629000.0
2691,24,Male,Suburb,Masters,1375000.0,703,Salaried,289000.0
2692,36,Male,Urban,Graduation,1455000.0,780,Self-employed,131000.0
2693,39,Female,Urban,Masters,2681000.0,739,Salaried,429000.0
2694,37,Male,Rural,HighSchool,522000.0,698,Salaried,115000.0
2695,45,Male,Urban,HighSchool,538000.0,736,Business,129000.0
2696,61,Male,Urban,Graduation,1242000.0,638,Business,199000.0
2697,56,Female,Urban,HighSchool,670000.0,721,Self-employed,255000.0
2698,20,Male,Rural,Graduation,602000.0,698,Self-employed,72000.0
2699,49,Female,Rural,HighSchool,1385000.0,705,Self-employed,388000.0
2700,59,Male,Suburb,Graduation,2292000.0,681,Self-employed,871000.0
2701,45,Male,Suburb,Graduation,854000.0,770,Business,162000.0
2702,56,Male,Urban,HighSchool,1055000.0,675,Salaried,812000.0
2703,70,Male,Suburb,HighSchool,947000.0,646,Retired,114000.0
2704,55,Female,Suburb,HighSchool,905000.0,625,Self-employed,154000.0
2705,43,Female,Rural,HighSchool,854000.0,592,Salaried,179000.0
2706,55,Male,Rural,Masters,1226000.0,710,Salaried,270000.0
2707,42,Male,Suburb,HighSchool,306000.0,660,Salaried,76000.0
2708,40,Female,Suburb,HighSchool,817000.0,634,Self-employed,131000.0
2709,34,Female,Suburb,Masters,1647000.0,686,Salaried,428000.0
2710,63,Female,Urban,Graduation,1592000.0,734,Retired,462000.0
2711,27,Female,Rural,Masters,1309000.0,695,Salaried,170000.0
2712,62,Male,Suburb,Masters,2741000.0,706,Retired,767000.0
2713,47,Female,Suburb,PostDoc,1497000.0,758,Salaried,374000.0
2714,19,Male,Urban,Graduation,1033000.0,741,Self-employed,331000.0
2715,45,Male,Rural,HighSchool,239000.0,705,Self-employed,43000.0
2716,18,Female,Urban,Graduation,693000.0,650,Salaried,42000.0
2717,49,Female,Urban,Graduation,1206000.0,672,Salaried,72000.0
2718,53,Female,Suburb,Graduation,638000.0,701,Salaried,134000.0
2719,31,Male,Urban,HighSchool,1351000.0,735,Retired,189000.0
2720,41,Male,Urban,HighSchool,780000.0,717,Salaried,195000.0
2721,69,Male,Suburb,Graduation,1289000.0,669,Retired,245000.0
2722,32,Female,Rural,HighSchool,1865000.0,720,Salaried,336000.0
2723,24,Male,Suburb,HighSchool,722000.0,785,Salaried,209000.0
2724,62,Female,Rural,Graduation,2097000.0,714,Retired,440000.0
2725,69,Male,Urban,Graduation,1669000.0,730,Retired,300000.0
2726,40,Female,Urban,Masters,1636000.0,682,Salaried,196000.0
2727,55,Female,Suburb,Graduation,1804000.0,690,Salaried,235000.0
2728,60,Male,Suburb,Masters,649000.0,615,Business,143000.0
2729,28,Male,Suburb,HighSchool,267000.0,706,Salaried,67000.0
2730,32,Female,Urban,Graduation,580000.0,562,Self-employed,278000.0
2731,58,Male,Urban,HighSchool,297000.0,623,Business,86000.0
2732,65,Female,Rural,Graduation,2266000.0,716,Self-employed,340000.0
2733,48,Female,Suburb,Masters,1602000.0,650,Salaried,513000.0
2734,26,Male,Urban,HighSchool,1178000.0,600,Salaried,495000.0
2735,69,Female,Rural,Graduation,1628000.0,703,Retired,456000.0
2736,32,Male,Suburb,Masters,1204000.0,622,Self-employed,144000.0
2737,34,Female,Suburb,Graduation,1137000.0,752,Self-employed,603000.0
2738,45,Male,Rural,HighSchool,1378000.0,723,Self-employed,868000.0
2739,63,Female,Rural,HighSchool,846000.0,791,Retired,59000.0
2740,52,Male,Rural,HighSchool,1597000.0,719,Salaried,303000.0
2741,46,Male,Urban,HighSchool,1384000.0,794,Business,194000.0
2742,46,Male,Suburb,Graduation,1026000.0,651,Self-employed,462000.0
2743,40,Female,Suburb,Graduation,995000.0,669,Self-employed,229000.0
2744,48,Female,Rural,Graduation,1065000.0,714,Salaried,170000.0
2745,18,Female,Urban,Graduation,504000.0,693,Salaried,76000.0
2746,35,Male,Rural,HighSchool,331000.0,707,Salaried,40000.0
2747,43,Female,Urban,Graduation,1026000.0,698,Self-employed,913000.0
2748,22,Female,Suburb,Graduation,290000.0,689,Salaried,58000.0
2749,45,Male,Suburb,HighSchool,447000.0,653,Salaried,76000.0
2750,36,Male,Urban,Masters,2391000.0,663,Business,191000.0
2751,66,Male,Suburb,Graduation,834000.0,655,Self-employed,208000.0
2752,63,Male,Suburb,Graduation,3079000.0,650,Retired,339000.0
2753,33,Male,Rural,HighSchool,904000.0,703,Salaried,253000.0
2754,37,Female,Urban,Graduation,3051000.0,664,Self-employed,458000.0
2755,38,Male,Suburb,PostDoc,7911000.0,673,Self-employed,3402000.0
2756,33,Female,Suburb,Masters,2594000.0,770,Salaried,363000.0
2757,42,Female,Urban,HighSchool,559000.0,723,Self-employed,106000.0
2758,28,Female,Suburb,Masters,728000.0,740,Salaried,240000.0
2759,23,Female,Urban,HighSchool,276000.0,756,Self-employed,88000.0
2760,49,Male,Urban,Masters,5817000.0,782,Salaried,1454000.0
2761,49,Female,Rural,Graduation,659000.0,699,Self-employed,165000.0
2762,27,Male,Urban,Graduation,941000.0,713,Salaried,160000.0
2763,53,Female,Rural,Masters,4154000.0,674,Salaried,498000.0
2764,30,Female,Suburb,Graduation,707000.0,658,Salaried,134000.0
2765,43,Female,Urban,Graduation,2510000.0,625,Salaried,427000.0
2766,52,Female,Rural,HighSchool,816000.0,649,Salaried,204000.0
2767,39,Male,Urban,Masters,2157000.0,673,Salaried,582000.0
2768,46,Male,Suburb,Masters,1823000.0,709,Business,328000.0
2769,32,Female,Rural,Graduation,711000.0,642,Retired,206000.0
2770,37,Male,Rural,HighSchool,998000.0,651,Salaried,210000.0
2771,36,Female,Rural,HighSchool,926000.0,595,Self-employed,222000.0
2772,28,Male,Suburb,HighSchool,901000.0,665,Self-employed,180000.0
2773,37,Female,Rural,HighSchool,1171000.0,703,Business,316000.0
2774,18,Male,Suburb,Graduation,733000.0,702,Salaried,139000.0
2775,32,Male,Suburb,HighSchool,877000.0,683,Salaried,132000.0
2776,35,Female,Urban,HighSchool,1081000.0,687,Salaried,292000.0
2777,36,Male,Suburb,Graduation,1465000.0,700,Salaried,264000.0
2778,36,Male,Rural,HighSchool,569000.0,762,Self-employed,131000.0
2779,39,Male,Rural,Masters,2322000.0,682,Business,557000.0
2780,47,Male,Suburb,HighSchool,295000.0,692,Self-employed,30000.0
2781,53,Male,Suburb,Graduation,1765000.0,635,Salaried,282000.0
2782,30,Male,Urban,Graduation,631000.0,723,Salaried,69000.0
2783,21,Female,Urban,HighSchool,567000.0,696,Salaried,125000.0
2784,24,Male,Rural,Masters,1276000.0,673,Salaried,140000.0
2785,32,Female,Suburb,Graduation,1160000.0,641,Self-employed,116000.0
2786,34,Male,Rural,Graduation,535000.0,717,Self-employed,139000.0
2787,28,Male,Suburb,Masters,2381000.0,645,Self-employed,786000.0
2788,20,Male,Rural,Graduation,1487000.0,726,Salaried,193000.0
2789,33,Female,Rural,Graduation,704000.0,789,Business,134000.0
2790,42,Male,Rural,HighSchool,382000.0,757,Self-employed,50000.0
2791,48,Female,Suburb,Graduation,878000.0,701,Self-employed,123000.0
2792,31,Male,Urban,Graduation,1618000.0,731,Self-employed,146000.0
2793,33,Male,Urban,HighSchool,650000.0,665,Salaried,150000.0
2794,26,Female,Suburb,Graduation,937000.0,634,Salaried,169000.0
2795,39,Male,Urban,Graduation,1152000.0,706,Self-employed,196000.0
2796,27,Male,Rural,Graduation,754000.0,669,Self-employed,211000.0
2797,48,Female,Suburb,Graduation,1634000.0,631,Salaried,605000.0
2798,18,Female,Suburb,Graduation,1945000.0,614,Self-employed,214000.0
2799,34,Female,Urban,PostDoc,1715000.0,685,Salaried,497000.0
2800,44,Female,Urban,Graduation,1805000.0,749,Salaried,325000.0
2801,42,Female,Rural,HighSchool,734000.0,692,Salaried,110000.0
2802,80,Female,Suburb,Masters,2862000.0,689,Retired,1030000.0
2803,45,Male,Urban,HighSchool,1558000.0,697,Self-employed,234000.0
2804,24,Female,Suburb,HighSchool,966000.0,652,Salaried,184000.0
2805,38,Female,Rural,Graduation,1231000.0,678,Salaried,246000.0
2806,18,Male,Rural,Graduation,1450000.0,762,Self-employed,377000.0
2807,38,Male,Rural,Graduation,519000.0,776,Salaried,83000.0
2808,27,Male,Suburb,Graduation,352000.0,752,Self-employed,56000.0
2809,53,Female,Suburb,Masters,1611000.0,738,Salaried,886000.0
2810,31,Male,Suburb,Masters,1057000.0,777,Salaried,180000.0
2811,38,Female,Suburb,Graduation,1087000.0,645,Salaried,65000.0
2812,30,Male,Suburb,Graduation,1947000.0,836,Self-employed,273000.0
2813,66,Female,Rural,Graduation,1501000.0,597,Retired,315000.0
2814,35,Male,Rural,HighSchool,1105000.0,683,Salaried,265000.0
2815,67,Female,Rural,Masters,4167000.0,526,Retired,1917000.0
2816,52,Female,Urban,Masters,943000.0,737,Self-employed,123000.0
2817,47,Female,Rural,Masters,3069000.0,641,Salaried,460000.0
2818,45,Female,Suburb,Graduation,2420000.0,647,Salaried,895000.0
2819,45,Female,Rural,Masters,3921000.0,768,Salaried,2353000.0
2820,18,Male,Urban,Graduation,878000.0,687,Salaried,149000.0
2821,35,Male,Urban,Masters,1953000.0,731,Salaried,234000.0
2822,52,Female,Urban,PostDoc,3640000.0,676,Salaried,910000.0
2823,39,Male,Urban,Masters,1906000.0,652,Salaried,172000.0
2824,18,Male,Urban,HighSchool,325000.0,744,Salaried,65000.0
2825,39,Female,Suburb,Masters,1327000.0,708,Self-employed,265000.0
2826,65,Male,Rural,Graduation,2298000.0,710,Retired,712000.0
2827,58,Male,Suburb,Graduation,1469000.0,670,Salaried,176000.0
2828,39,Female,Suburb,Masters,2103000.0,691,Self-employed,358000.0
2829,54,Male,Urban,Graduation,2625000.0,670,Salaried,998000.0
2830,34,Male,Rural,HighSchool,728000.0,737,Self-employed,116000.0
2831,18,Male,Rural,Graduation,529000.0,701,Salaried,90000.0
2832,26,Female,Rural,Masters,5037000.0,731,Self-employed,705000.0
2833,63,Female,Urban,Masters,2247000.0,684,Self-employed,270000.0
2834,35,Female,Suburb,Masters,1589000.0,789,Retired,429000.0
2835,36,Male,Rural,Masters,2221000.0,696,Salaried,289000.0
2836,35,Female,Suburb,Masters,1771000.0,717,Retired,142000.0
2837,68,Female,Rural,HighSchool,992000.0,729,Self-employed,129000.0
2838,64,Female,Rural,Graduation,1267000.0,658,Retired,139000.0
2839,73,Female,Rural,Graduation,2973000.0,682,Retired,1843000.0
2840,37,Male,Rural,HighSchool,1276000.0,728,Self-employed,242000.0
2841,44,Male,Urban,Masters,5285000.0,623,Salaried,1533000.0
2842,18,Male,Urban,Graduation,2510000.0,721,Business,326000.0
2843,62,Male,Suburb,Masters,961000.0,629,Retired,221000.0
2844,22,Female,Urban,Graduation,1362000.0,625,Self-employed,286000.0
2845,43,Female,Rural,Graduation,744000.0,644,Salaried,52000.0
2846,23,Female,Suburb,Graduation,1942000.0,723,Salaried,272000.0
2847,31,Male,Suburb,Masters,2116000.0,832,Self-employed,212000.0
2848,27,Male,Suburb,Graduation,754000.0,636,Business,75000.0
2849,30,Male,Rural,Graduation,642000.0,703,Salaried,122000.0
2850,31,Male,Rural,PostDoc,1910000.0,749,Retired,286000.0
2851,31,Male,Suburb,Graduation,770000.0,725,Salaried,208000.0
2852,52,Female,Urban,Graduation,2898000.0,666,Salaried,319000.0
2853,23,Male,Rural,Graduation,1058000.0,734,Salaried,243000.0
2854,43,Female,Rural,HighSchool,479000.0,674,Salaried,144000.0
2855,58,Male,Urban,Masters,3072000.0,693,Salaried,307000.0
2856,32,Female,Suburb,Graduation,1429000.0,655,Self-employed,243000.0
2857,29,Male,Urban,Masters,1641000.0,754,Salaried,591000.0
2858,36,Male,Rural,Graduation,2306000.0,714,Salaried,507000.0
2859,57,Female,Suburb,Masters,3319000.0,685,Salaried,365000.0
2860,42,Female,Suburb,Graduation,1722000.0,716,Self-employed,172000.0
2861,32,Male,Urban,HighSchool,276000.0,704,Business,55000.0
2862,47,Male,Rural,HighSchool,708000.0,715,Salaried,191000.0
2863,23,Male,Rural,HighSchool,846000.0,738,Salaried,228000.0
2864,50,Female,Suburb,Masters,2805000.0,715,Self-employed,673000.0
2865,46,Female,Rural,HighSchool,869000.0,659,Retired,148000.0
2866,35,Male,Suburb,Graduation,1754000.0,613,Self-employed,263000.0
2867,27,Male,Suburb,Graduation,1391000.0,738,Salaried,111000.0
2868,26,Female,Suburb,Masters,2562000.0,671,Salaried,512000.0
2869,48,Male,Rural,Masters,2781000.0,755,Salaried,501000.0
2870,58,Female,Urban,Graduation,2379000.0,626,Salaried,452000.0
2871,30,Male,Suburb,HighSchool,969000.0,653,Salaried,378000.0
2872,46,Female,Urban,Graduation,1424000.0,693,Salaried,242000.0
2873,18,Male,Urban,HighSchool,577000.0,705,Salaried,104000.0
2874,31,Male,Urban,Masters,1996000.0,747,Salaried,220000.0
2875,39,Male,Urban,Graduation,733000.0,752,Salaried,183000.0
2876,26,Female,Urban,HighSchool,308000.0,697,Business,49000.0
2877,25,Female,Suburb,Graduation,1444000.0,737,Retired,1054000.0
2878,29,Female,Rural,HighSchool,922000.0,607,Salaried,267000.0
2879,44,Female,Urban,Masters,2242000.0,683,Salaried,1345000.0
2880,37,Male,Rural,Masters,2487000.0,740,Self-employed,398000.0
2881,18,Male,Rural,Graduation,1391000.0,703,Salaried,223000.0
2882,18,Female,Suburb,Graduation,1246000.0,772,Business,386000.0
2883,30,Male,Urban,Masters,2505000.0,653,Business,601000.0
2884,46,Male,Rural,HighSchool,454000.0,744,Salaried,145000.0
2885,18,Male,Rural,Graduation,2281000.0,675,Self-employed,570000.0
2886,32,Male,Urban,HighSchool,856000.0,724,Self-employed,154000.0
2887,32,Male,Suburb,Graduation,1985000.0,656,Salaried,417000.0
2888,60,Female,Suburb,Graduation,2313000.0,707,Salaried,347000.0
2889,34,Female,Urban,Graduation,764000.0,743,Salaried,69000.0
2890,45,Female,Rural,HighSchool,610000.0,738,Business,152000.0
2891,42,Female,Suburb,HighSchool,637000.0,706,Business,223000.0
2892,18,Female,Suburb,Graduation,1779000.0,741,Salaried,302000.0
2893,51,Male,Rural,Graduation,972000.0,732,Self-employed,156000.0
2894,43,Male,Rural,HighSchool,449000.0,685,Salaried,94000.0
2895,47,Female,Rural,Graduation,1862000.0,709,Self-employed,391000.0
2896,80,Male,Rural,Graduation,4979000.0,744,Self-employed,1693000.0
2897,18,Male,Urban,Graduation,658000.0,793,Salaried,178000.0
2898,65,Male,Rural,HighSchool,2174000.0,727,Retired,283000.0
2899,35,Male,Suburb,PostDoc,4333000.0,642,Salaried,433000.0
2900,44,Male,Rural,Graduation,1175000.0,720,Retired,258000.0
2901,39,Male,Rural,Graduation,704000.0,792,Salaried,268000.0
2902,33,Male,Urban,Masters,1666000.0,667,Salaried,666000.0
2903,31,Female,Urban,HighSchool,484000.0,634,Self-employed,39000.0
2904,44,Female,Rural,Graduation,2644000.0,725,Salaried,687000.0
2905,18,Female,Urban,Graduation,985000.0,703,Self-employed,207000.0
2906,51,Male,Urban,HighSchool,1171000.0,704,Salaried,94000.0
2907,33,Male,Urban,Graduation,1609000.0,690,Self-employed,467000.0
2908,23,Female,Urban,HighSchool,462000.0,672,Self-employed,199000.0
2909,33,Male,Rural,Graduation,1308000.0,664,Salaried,366000.0
2910,58,Female,Urban,Graduation,2793000.0,714,Business,1285000.0
2911,31,Female,Urban,Masters,1848000.0,735,Salaried,462000.0
2912,45,Female,Suburb,Masters,2012000.0,682,Self-employed,362000.0
2913,29,Female,Rural,Masters,2634000.0,765,Salaried,658000.0
2914,51,Male,Urban,Graduation,821000.0,702,Business,107000.0
2915,50,Male,Suburb,HighSchool,303000.0,738,Salaried,42000.0
2916,67,Female,Urban,PostDoc,4916000.0,678,Self-employed,1131000.0
2917,37,Male,Rural,Graduation,2219000.0,707,Salaried,399000.0
2918,50,Male,Suburb,Graduation,3828000.0,717,Salaried,1952000.0
2919,41,Male,Suburb,Graduation,1543000.0,694,Self-employed,278000.0
2920,59,Male,Rural,HighSchool,1511000.0,641,Self-employed,302000.0
2921,29,Male,Suburb,Graduation,2303000.0,763,Salaried,530000.0
2922,51,Male,Suburb,HighSchool,935000.0,693,Self-employed,290000.0
2923,37,Female,Urban,Graduation,964000.0,599,Self-employed,87000.0
2924,39,Female,Suburb,Graduation,941000.0,676,Salaried,395000.0
2925,41,Female,Rural,Masters,1889000.0,779,Retired,586000.0
2926,43,Female,Urban,Graduation,2959000.0,760,Business,769000.0
2927,38,Male,Suburb,Graduation,2147000.0,713,Self-employed,2018000.0
2928,43,Male,Urban,HighSchool,753000.0,742,Salaried,128000.0
2929,63,Male,Rural,Graduation,3316000.0,770,Business,497000.0
2930,54,Female,Suburb,Graduation,2037000.0,705,Self-employed,224000.0
2931,53,Female,Rural,HighSchool,844000.0,753,Self-employed,481000.0
2932,33,Male,Rural,Graduation,1377000.0,660,Business,220000.0
2933,26,Male,Suburb,Graduation,1395000.0,646,Salaried,907000.0
2934,54,Female,Suburb,Graduation,1739000.0,700,Salaried,470000.0
2935,53,Female,Urban,Masters,6005000.0,736,Business,1441000.0
2936,62,Female,Rural,HighSchool,957000.0,762,Retired,230000.0
2937,30,Male,Suburb,Graduation,605000.0,695,Salaried,73000.0
2938,36,Male,Rural,Graduation,1535000.0,658,Self-employed,414000.0
2939,18,Female,Suburb,HighSchool,507000.0,808,Salaried,127000.0
2940,34,Female,Rural,Masters,1023000.0,690,Business,419000.0
2941,54,Female,Urban,Masters,3544000.0,649,Salaried,992000.0
2942,33,Female,Rural,Graduation,208000.0,728,Salaried,44000.0
2943,49,Female,Suburb,Masters,2779000.0,850,Retired,417000.0
2944,37,Female,Urban,HighSchool,238000.0,704,Self-employed,62000.0
2945,44,Male,Urban,HighSchool,851000.0,703,Self-employed,162000.0
2946,22,Male,Suburb,HighSchool,827000.0,737,Business,207000.0
2947,41,Female,Urban,Graduation,2017000.0,746,Salaried,343000.0
2948,18,Male,Rural,Graduation,1500000.0,641,Salaried,300000.0
2949,37,Male,Rural,Masters,1227000.0,774,Self-employed,135000.0
2950,18,Female,Suburb,Graduation,1102000.0,694,Salaried,143000.0
2951,58,Female,Rural,HighSchool,698000.0,703,Salaried,63000.0
2952,51,Male,Suburb,Masters,1682000.0,643,Salaried,286000.0
2953,47,Male,Urban,Graduation,1422000.0,683,Self-employed,156000.0
2954,62,Female,Rural,PostDoc,3289000.0,771,Retired,592000.0
2955,25,Female,Suburb,Graduation,668000.0,757,Salaried,140000.0
2956,66,Female,Rural,HighSchool,1259000.0,722,Retired,302000.0
2957,53,Male,Urban,Masters,3308000.0,576,Salaried,265000.0
2958,36,Male,Urban,Masters,1336000.0,664,Business,187000.0
2959,57,Female,Rural,Graduation,1528000.0,721,Self-employed,382000.0
2960,23,Female,Urban,HighSchool,585000.0,678,Self-employed,140000.0
2961,27,Female,Suburb,HighSchool,628000.0,732,Salaried,157000.0
2962,30,Male,Rural,Graduation,1175000.0,739,Self-employed,400000.0
2963,32,Male,Rural,Graduation,1437000.0,770,Salaried,172000.0
2964,24,Male,Urban,Graduation,1982000.0,609,Salaried,238000.0
2965,58,Female,Suburb,HighSchool,1058000.0,681,Salaried,159000.0
2966,36,Female,Rural,Masters,1593000.0,661,Salaried,255000.0
2967,45,Male,Rural,PostDoc,3363000.0,671,Salaried,1143000.0
2968,31,Male,Urban,Graduation,720000.0,696,Self-employed,122000.0
2969,18,Female,Urban,HighSchool,375000.0,712,Salaried,94000.0
2970,44,Male,Suburb,HighSchool,1055000.0,732,Self-employed,137000.0
2971,18,Female,Suburb,Graduation,209000.0,661,Salaried,67000.0
2972,38,Female,Urban,Graduation,1209000.0,683,Business,145000.0
2973,19,Male,Suburb,Graduation,1621000.0,706,Self-employed,243000.0
2974,69,Male,Urban,Graduation,2304000.0,703,Retired,369000.0
2975,53,Female,Rural,HighSchool,1446000.0,671,Self-employed,593000.0
2976,41,Male,Urban,Graduation,1655000.0,669,Salaried,563000.0
2977,58,Male,Urban,Graduation,4583000.0,690,Salaried,962000.0
2978,27,Female,Urban,Graduation,625000.0,626,Salaried,62000.0
2979,48,Female,Rural,HighSchool,943000.0,635,Salaried,226000.0
2980,42,Female,Suburb,Masters,3190000.0,690,Salaried,925000.0
2981,43,Male,Suburb,Graduation,1161000.0,703,Salaried,418000.0
2982,59,Male,Suburb,Graduation,3083000.0,758,Business,987000.0
2983,50,Male,Urban,Graduation,2103000.0,619,Self-employed,231000.0
2984,44,Male,Urban,HighSchool,403000.0,721,Retired,60000.0
2985,18,Female,Suburb,HighSchool,703000.0,770,Self-employed,211000.0
2986,25,Male,Rural,Graduation,1522000.0,714,Business,411000.0
2987,38,Female,Rural,HighSchool,1784000.0,666,Salaried,375000.0
2988,41,Male,Rural,Graduation,1279000.0,682,Self-employed,281000.0
2989,23,Male,Rural,Graduation,1439000.0,790,Salaried,230000.0
2990,76,Female,Urban,Masters,3567000.0,756,Retired,250000.0
2991,62,Male,Suburb,Graduation,1330000.0,667,Business,293000.0
2992,49,Male,Rural,Graduation,1292000.0,661,Salaried,543000.0
2993,41,Male,Urban,Masters,731000.0,720,Salaried,205000.0
2994,36,Male,Urban,Masters,1622000.0,722,Salaried,341000.0
2995,25,Male,Urban,Graduation,2463000.0,770,Salaried,369000.0
2996,41,Male,Suburb,Graduation,1283000.0,689,Salaried,385000.0
2997,43,Female,Urban,HighSchool,1280000.0,625,Salaried,192000.0
2998,21,Female,Suburb,Graduation,1181000.0,686,Self-employed,827000.0
2999,45,Male,Suburb,Graduation,1815000.0,675,Self-employed,436000.0
3000,37,Male,Suburb,Graduation,3605000.0,564,Salaried,649000.0
3001,18,Female,Suburb,HighSchool,478000.0,686,Self-employed,167000.0
3002,27,Male,Urban,Graduation,940000.0,747,Salaried,244000.0
3003,33,Female,Urban,Graduation,2172000.0,737,Self-employed,217000.0
3004,68,Female,Urban,Graduation,1792000.0,683,Retired,323000.0
3005,48,Male,Rural,HighSchool,777000.0,678,Retired,179000.0
3006,19,Female,Rural,Graduation,1641000.0,673,Salaried,410000.0
3007,47,Female,Suburb,HighSchool,1001000.0,672,Salaried,140000.0
3008,18,Female,Suburb,Graduation,930000.0,740,Self-employed,260000.0
3009,56,Male,Suburb,Masters,2188000.0,767,Business,153000.0
